"0","3791","27","1729","0","2022-12-05 04:28:56","149.45","false"
"1","547","94","1049","19","2022-12-02 12:03:42","303.68","true"
"2","3702","54","836","11","2022-12-05 04:59:50","340.07","false"
"3","705","50","721","18","2022-12-05 14:13:15","55.90","true"
"4","942","94","115","2","2022-12-05 17:02:10","377.80","true"
"5","2779","28","1332","2","2022-12-03 06:10:47","312.84","true"
"6","158","10","588","1","2022-12-02 22:35:50","114.06","false"
"7","715","68","1721","18","2022-12-01 22:47:43","193.52","false"
"8","259","27","1378","7","2022-12-05 08:19:03","271.25","true"
"9","2380","31","1156","8","2022-12-02 00:05:57","349.27","true"
"10","1082","88","1242","6","2022-12-05 02:07:12","273.93","false"
"11","312","98","71","15","2022-12-04 02:46:49","219.81","false"
"12","1990","86","1344","6","2022-12-01 09:31:51","186.62","false"
"13","2680","78","134","19","2022-12-02 13:16:16","252.60","false"
"14","2560","87","496","8","2022-12-04 14:50:25","180.97","true"
"15","3059","1","1678","9","2022-12-03 16:42:13","475.43","false"
"16","533","20","875","4","2022-12-06 04:36:47","47.04","true"
"17","2135","52","831","7","2022-12-03 00:12:50","109.85","true"
"18","1286","51","1191","9","2022-12-02 17:47:07","178.09","false"
"19","3948","52","398","2","2022-12-05 15:58:36","96.29","false"
"20","294","51","1692","15","2022-12-02 14:06:45","355.77","false"
"21","186","29","574","9","2022-12-04 17:07:34","272.84","true"
"22","2230","14","1839","15","2022-12-04 05:54:41","276.17","false"
"23","311","23","98","18","2022-12-04 19:54:56","477.33","true"
"24","1050","68","870","5","2022-12-05 03:11:00","418.41","true"
"25","2816","16","318","11","2022-12-06 09:31:02","249.52","true"
"26","1131","28","1410","0","2022-12-03 17:45:40","482.63","true"
"27","2628","91","1394","17","2022-12-04 00:00:17","238.09","true"
"28","1117","97","1723","2","2022-12-01 11:07:01","25.25","false"
"29","3799","72","1210","19","2022-12-05 17:34:40","146.96","false"
"30","1951","59","296","12","2022-12-03 22:32:11","225.87","false"
"31","2586","60","289","14","2022-12-04 03:20:07","147.56","true"
"32","1760","51","1655","0","2022-12-06 01:55:27","409.30","true"
"33","375","40","1213","14","2022-12-04 16:58:23","443.44","false"
"34","1117","97","1270","14","2022-12-04 01:24:57","418.35","true"
"35","789","10","238","12","2022-12-06 20:12:02","348.92","true"
"36","2829","65","907","11","2022-12-02 19:41:09","320.92","true"
"37","658","89","1297","12","2022-12-02 04:10:19","47.16","true"
"38","3711","16","1524","4","2022-12-06 05:59:46","103.00","false"
"39","2879","95","94","15","2022-12-03 20:16:20","434.06","false"
"40","854","83","1394","17","2022-12-02 17:17:32","165.06","false"
"41","713","11","219","12","2022-12-03 18:13:19","260.62","true"
"42","834","90","1134","20","2022-12-04 19:41:39","383.33","true"
"43","1168","74","785","13","2022-12-03 11:06:37","500.16","true"
"44","3806","35","27","4","2022-12-06 16:37:30","357.99","false"
"45","664","49","646","19","2022-12-05 03:48:37","109.74","true"
"46","3046","65","298","14","2022-12-02 23:54:37","369.18","false"
"47","2037","84","1030","3","2022-12-05 05:23:31","391.13","false"
"48","2189","73","1333","18","2022-12-01 20:37:28","78.63","true"
"49","953","78","1155","11","2022-12-06 02:31:10","298.72","false"
"50","2601","1","590","1","2022-12-04 21:31:51","202.83","true"
"51","2465","23","1463","7","2022-12-05 16:23:16","145.01","true"
"52","1404","25","279","18","2022-12-02 12:33:27","312.79","true"
"53","1560","53","1405","19","2022-12-02 12:05:16","459.99","false"
"54","595","6","1019","18","2022-12-02 09:29:32","228.95","true"
"55","2530","78","1941","8","2022-12-01 16:38:49","341.38","false"
"56","2164","1","1333","20","2022-12-03 23:24:05","126.89","true"
"57","1810","17","1673","12","2022-12-01 18:23:14","331.22","true"
"58","1198","63","930","15","2022-12-04 09:47:12","173.67","false"
"59","3154","22","176","15","2022-12-01 13:59:43","359.25","false"
"60","2523","59","1760","15","2022-12-06 04:08:07","172.54","false"
"61","3561","89","121","14","2022-12-04 00:37:35","465.05","true"
"62","3009","15","1549","0","2022-12-04 16:36:15","403.49","false"
"63","22","31","335","20","2022-12-03 08:43:20","377.23","false"
"64","1466","51","551","19","2022-12-03 22:52:09","99.09","true"
"65","1556","21","1344","9","2022-12-06 16:21:03","378.87","false"
"66","89","91","1357","6","2022-12-02 04:18:49","279.30","true"
"67","1966","7","115","18","2022-12-06 13:07:56","86.31","true"
"68","2278","43","480","10","2022-12-01 11:57:48","128.37","true"
"69","1108","16","586","8","2022-12-02 04:54:18","494.23","true"
"70","3493","11","377","19","2022-12-01 04:12:32","292.40","true"
"71","3023","3","1589","14","2022-12-01 03:35:13","55.01","false"
"72","2","51","204","8","2022-12-06 10:24:06","173.18","false"
"73","2231","51","1923","1","2022-12-05 18:52:34","169.74","true"
"74","2240","7","931","1","2022-12-02 15:18:03","385.32","false"
"75","1447","58","566","1","2022-12-03 06:41:29","278.52","false"
"76","1519","63","641","1","2022-12-04 02:44:50","51.64","true"
"77","3202","62","684","14","2022-12-01 21:26:36","459.60","false"
"78","2153","18","1729","3","2022-12-04 11:16:29","409.39","true"
"79","3693","47","175","1","2022-12-02 23:30:02","384.10","false"
"80","2141","61","1528","15","2022-12-02 11:27:19","188.49","false"
"81","233","49","679","14","2022-12-04 10:23:56","93.95","false"
"82","3375","99","740","20","2022-12-02 09:23:01","171.35","true"
"83","973","35","1243","5","2022-12-05 17:37:22","421.64","false"
"84","2132","47","1406","15","2022-12-06 11:25:42","393.76","false"
"85","2697","93","929","10","2022-12-05 13:45:36","221.78","true"
"86","3585","4","635","19","2022-12-06 13:30:56","2.86","true"
"87","1760","51","111","6","2022-12-01 05:39:28","478.25","true"
"88","3760","74","1253","10","2022-12-03 01:28:17","147.05","true"
"89","2873","53","1203","12","2022-12-03 09:00:02","253.69","false"
"90","3224","22","1579","18","2022-12-03 18:09:58","395.49","false"
"91","1466","51","1728","13","2022-12-06 20:31:35","90.34","true"
"92","1763","97","1802","13","2022-12-03 05:20:21","151.72","false"
"93","890","75","1478","16","2022-12-06 10:37:33","81.79","false"
"94","1777","30","934","19","2022-12-06 14:56:14","340.77","true"
"95","1965","11","393","5","2022-12-02 16:34:03","406.11","true"
"96","1515","18","1926","15","2022-12-02 15:01:43","345.00","true"
"97","1638","71","816","14","2022-12-05 06:35:40","259.76","false"
"98","1624","24","664","5","2022-12-06 20:46:10","383.93","false"
"99","1745","8","1521","1","2022-12-06 02:00:23","12.93","false"
"100","2713","58","602","10","2022-12-01 09:32:00","148.54","true"
"101","3770","38","322","20","2022-12-01 15:02:34","214.48","true"
"102","1515","18","65","16","2022-12-01 05:46:27","385.68","true"
"103","3318","70","479","13","2022-12-01 07:02:18","144.55","true"
"104","3224","22","590","18","2022-12-04 12:56:34","353.32","false"
"105","865","69","790","1","2022-12-02 20:16:07","62.44","false"
"106","3976","6","122","15","2022-12-02 12:20:27","87.60","false"
"107","1141","80","1343","17","2022-12-03 21:26:43","408.27","false"
"108","1922","49","225","4","2022-12-04 11:04:27","428.51","false"
"109","2270","12","1512","15","2022-12-06 08:51:31","347.41","true"
"110","1882","16","1548","15","2022-12-06 20:29:57","450.19","true"
"111","754","39","694","11","2022-12-05 14:40:54","305.44","true"
"112","1842","44","1970","18","2022-12-01 12:17:11","177.39","false"
"113","238","48","269","11","2022-12-02 17:33:10","228.47","true"
"114","567","31","882","2","2022-12-02 12:24:10","481.59","true"
"115","3570","84","1373","8","2022-12-01 22:13:26","327.12","true"
"116","62","55","797","17","2022-12-04 05:47:01","276.20","true"
"117","1100","33","581","1","2022-12-05 19:15:38","299.16","false"
"118","3316","38","767","2","2022-12-06 02:01:09","263.67","true"
"119","1563","80","1381","5","2022-12-06 11:33:27","455.95","false"
"120","3025","72","1550","20","2022-12-02 23:53:55","495.57","false"
"121","3414","80","608","19","2022-12-06 15:56:45","273.50","false"
"122","446","63","1690","16","2022-12-04 01:58:34","167.21","true"
"123","1771","48","544","12","2022-12-06 20:06:13","82.43","true"
"124","3841","66","1766","18","2022-12-05 23:39:07","373.89","false"
"125","3975","44","207","13","2022-12-05 07:07:00","158.94","true"
"126","1843","7","1654","4","2022-12-01 00:17:19","411.59","false"
"127","2719","67","974","0","2022-12-05 05:45:45","91.20","true"
"128","1087","97","97","10","2022-12-05 12:21:25","395.54","true"
"129","1435","28","697","8","2022-12-06 20:47:54","355.77","false"
"130","3771","51","1495","0","2022-12-04 17:40:53","308.87","false"
"131","68","60","1552","10","2022-12-02 13:41:06","320.50","false"
"132","568","93","1475","9","2022-12-04 17:11:46","475.57","true"
"133","1270","83","873","1","2022-12-02 01:31:36","232.73","false"
"134","3009","15","1620","2","2022-12-04 10:05:31","188.76","true"
"135","1353","86","611","16","2022-12-06 18:33:00","425.77","true"
"136","1875","85","814","7","2022-12-01 20:00:06","118.93","false"
"137","1152","68","827","3","2022-12-04 15:54:01","487.05","true"
"138","2318","9","226","20","2022-12-02 07:35:03","75.21","false"
"139","714","4","1974","15","2022-12-02 02:19:44","265.08","true"
"140","1516","87","700","8","2022-12-03 02:56:17","251.41","true"
"141","3200","80","1178","17","2022-12-01 06:56:34","210.55","true"
"142","1263","72","1614","18","2022-12-05 06:18:33","320.93","true"
"143","746","5","1530","10","2022-12-06 13:23:01","427.16","true"
"144","287","53","704","12","2022-12-02 07:31:18","90.20","false"
"145","2646","25","1883","8","2022-12-04 19:39:23","313.30","true"
"146","768","23","709","18","2022-12-05 12:03:28","222.00","true"
"147","1799","57","913","12","2022-12-01 00:24:20","74.49","true"
"148","1935","57","1078","8","2022-12-04 00:47:34","477.23","true"
"149","2524","46","1532","2","2022-12-03 02:25:29","103.45","true"
"150","875","44","594","13","2022-12-03 20:08:22","140.18","false"
"151","953","78","1184","0","2022-12-03 18:06:28","407.30","true"
"152","2919","6","809","2","2022-12-06 04:47:21","158.40","false"
"153","2507","78","195","13","2022-12-03 19:45:40","344.76","true"
"154","561","67","1741","11","2022-12-04 11:53:49","196.16","false"
"155","3491","71","100","17","2022-12-05 10:26:57","433.39","true"
"156","65","72","1529","6","2022-12-04 19:20:54","424.41","false"
"157","109","37","1806","18","2022-12-06 05:42:11","331.56","false"
"158","3490","22","1384","15","2022-12-06 19:59:12","363.60","false"
"159","3493","11","1597","12","2022-12-06 11:14:20","463.41","true"
"160","2349","3","1820","7","2022-12-06 17:33:33","387.61","false"
"161","1809","97","1152","7","2022-12-04 21:54:38","79.73","true"
"162","553","45","343","20","2022-12-04 07:25:32","379.16","false"
"163","1760","51","572","5","2022-12-06 13:07:58","112.76","true"
"164","2586","60","102","20","2022-12-02 23:18:12","164.40","false"
"165","1427","31","132","14","2022-12-01 00:12:27","57.19","false"
"166","311","23","1396","10","2022-12-02 20:42:52","472.94","true"
"167","1876","36","672","0","2022-12-05 12:48:32","383.34","false"
"168","731","57","318","7","2022-12-05 23:16:45","272.23","false"
"169","74","48","1880","5","2022-12-05 02:55:51","257.80","false"
"170","2172","94","439","11","2022-12-05 02:33:23","312.51","true"
"171","2333","26","1450","12","2022-12-01 17:05:46","414.88","true"
"172","529","53","880","12","2022-12-04 18:55:33","121.96","true"
"173","2549","20","938","16","2022-12-03 15:40:58","484.37","false"
"174","657","0","953","14","2022-12-06 10:53:04","229.20","true"
"175","937","97","917","18","2022-12-04 13:00:15","289.20","false"
"176","3184","7","881","19","2022-12-05 00:06:32","354.54","true"
"177","481","62","1244","15","2022-12-05 02:39:50","56.96","true"
"178","666","15","892","1","2022-12-03 00:26:07","486.29","true"
"179","2679","76","1881","5","2022-12-02 08:39:00","40.33","true"
"180","1743","84","772","16","2022-12-01 05:23:33","297.58","false"
"181","3053","60","1437","6","2022-12-06 14:48:58","171.91","false"
"182","1223","85","1308","9","2022-12-02 17:42:03","355.25","true"
"183","429","6","965","6","2022-12-04 12:43:06","422.78","false"
"184","83","33","612","18","2022-12-03 21:36:37","51.87","true"
"185","775","17","1667","20","2022-12-06 07:41:20","280.24","false"
"186","1804","13","1750","15","2022-12-01 06:15:55","288.35","true"
"187","588","80","849","7","2022-12-02 22:42:31","168.65","true"
"188","2635","46","504","13","2022-12-05 20:23:08","200.46","true"
"189","1659","35","1497","7","2022-12-01 15:54:10","162.72","false"
"190","2295","43","1575","18","2022-12-03 12:55:54","290.76","false"
"191","234","91","1673","9","2022-12-03 01:23:43","362.83","true"
"192","1629","76","1010","15","2022-12-01 23:32:06","30.43","true"
"193","2558","41","463","7","2022-12-04 09:33:59","288.27","true"
"194","584","68","456","7","2022-12-05 20:15:57","158.32","true"
"195","2087","70","65","12","2022-12-03 03:07:06","164.02","true"
"196","3112","13","919","15","2022-12-02 16:38:34","271.02","true"
"197","798","93","966","1","2022-12-01 03:01:10","116.63","false"
"198","2516","66","19","7","2022-12-01 11:04:49","338.98","false"
"199","510","54","1152","9","2022-12-03 18:20:30","302.29","true"
"200","888","9","1403","10","2022-12-02 17:21:19","401.67","false"
"201","1195","34","1140","0","2022-12-05 09:02:31","218.28","false"
"202","2808","63","561","9","2022-12-03 09:06:37","87.08","true"
"203","1927","2","944","12","2022-12-02 08:53:40","326.97","true"
"204","607","92","1530","19","2022-12-03 23:29:30","66.77","false"
"205","2758","5","1295","20","2022-12-01 00:23:08","457.59","true"
"206","2578","32","353","13","2022-12-02 16:27:48","274.78","true"
"207","2725","73","943","10","2022-12-03 03:01:03","359.08","true"
"208","3530","29","1361","7","2022-12-01 05:31:08","362.92","true"
"209","984","34","1835","17","2022-12-02 13:02:24","99.35","false"
"210","1038","63","42","3","2022-12-03 05:03:57","81.91","false"
"211","3952","65","1601","13","2022-12-01 08:30:11","128.54","false"
"212","3422","42","249","4","2022-12-03 06:23:47","124.74","true"
"213","3954","30","93","7","2022-12-01 18:15:33","238.45","true"
"214","1895","16","1045","7","2022-12-05 19:36:15","79.28","true"
"215","2914","47","1992","10","2022-12-04 08:02:24","250.57","true"
"216","3945","69","1666","12","2022-12-04 16:19:21","75.07","true"
"217","3674","90","883","4","2022-12-04 16:35:27","439.97","true"
"218","2316","75","323","15","2022-12-05 01:59:59","370.83","true"
"219","2429","39","445","2","2022-12-01 12:02:09","0.45","false"
"220","702","37","874","12","2022-12-05 12:59:28","77.93","true"
"221","1828","12","878","13","2022-12-05 18:21:41","250.82","true"
"222","2262","55","857","17","2022-12-06 12:48:02","79.78","true"
"223","3277","53","1679","6","2022-12-02 14:22:49","102.84","true"
"224","3636","74","1935","2","2022-12-05 17:40:52","285.03","false"
"225","401","95","1123","10","2022-12-05 10:27:01","46.10","false"
"226","406","92","389","6","2022-12-03 19:02:32","25.44","true"
"227","2892","69","1276","11","2022-12-01 19:41:07","476.05","true"
"228","720","44","1489","6","2022-12-04 08:21:19","33.53","false"
"229","27","3","1287","12","2022-12-01 21:26:54","490.48","false"
"230","3430","80","650","2","2022-12-05 01:37:13","429.99","false"
"231","298","49","707","1","2022-12-03 09:48:45","50.21","true"
"232","2832","67","1088","12","2022-12-01 00:00:41","58.76","false"
"233","933","28","244","11","2022-12-04 14:32:52","400.96","false"
"234","2313","52","827","7","2022-12-03 11:16:38","371.52","false"
"235","2361","6","1452","19","2022-12-02 18:06:36","349.66","true"
"236","2112","52","343","5","2022-12-03 09:28:30","318.82","false"
"237","3610","31","781","10","2022-12-06 10:22:57","187.59","false"
"238","378","57","427","3","2022-12-02 09:36:29","194.61","false"
"239","548","68","1547","18","2022-12-02 05:07:04","326.48","false"
"240","954","75","1443","20","2022-12-06 16:55:26","119.32","true"
"241","2607","37","373","9","2022-12-02 22:01:47","24.79","true"
"242","2706","35","85","16","2022-12-01 14:28:03","83.76","false"
"243","2488","86","1166","17","2022-12-03 02:14:22","296.51","true"
"244","337","14","346","6","2022-12-04 07:40:13","347.32","false"
"245","921","94","1620","17","2022-12-04 19:55:13","40.90","true"
"246","2342","11","1044","1","2022-12-03 05:38:47","112.01","false"
"247","3047","66","277","18","2022-12-06 04:42:52","327.86","true"
"248","2455","28","134","12","2022-12-03 19:51:52","266.71","true"
"249","2485","30","1565","4","2022-12-03 19:11:31","462.21","false"
"250","969","90","700","18","2022-12-02 04:49:30","383.67","false"
"251","2508","60","488","18","2022-12-01 13:43:53","12.40","false"
"252","811","23","1973","8","2022-12-02 05:57:02","93.89","false"
"253","1912","96","1811","17","2022-12-05 16:22:53","379.69","true"
"254","2256","24","1178","18","2022-12-05 07:35:07","304.12","true"
"255","1178","81","481","19","2022-12-05 00:15:01","315.92","false"
"256","153","93","667","3","2022-12-02 03:56:22","40.12","false"
"257","2393","40","1563","3","2022-12-06 05:25:18","463.25","false"
"258","809","41","627","4","2022-12-03 02:23:02","135.24","false"
"259","980","86","382","7","2022-12-03 13:42:42","448.49","false"
"260","493","42","786","3","2022-12-04 01:38:21","147.84","false"
"261","1981","3","638","1","2022-12-04 08:18:40","353.65","true"
"262","2556","4","381","2","2022-12-01 21:35:44","392.14","false"
"263","971","36","1062","5","2022-12-02 16:43:29","137.14","true"
"264","3484","20","338","16","2022-12-04 06:57:29","399.19","false"
"265","3330","87","1571","18","2022-12-05 19:27:04","33.87","true"
"266","1759","90","1550","17","2022-12-05 06:44:28","413.87","true"
"267","2498","93","1182","8","2022-12-04 11:07:30","357.09","false"
"268","1946","51","1200","18","2022-12-05 23:05:08","120.76","false"
"269","2715","4","56","18","2022-12-05 17:46:09","495.28","false"
"270","2153","18","619","16","2022-12-05 19:18:14","207.53","false"
"271","1195","34","958","3","2022-12-05 19:12:48","404.21","false"
"272","3460","38","926","6","2022-12-01 23:34:59","83.44","false"
"273","3659","52","120","18","2022-12-03 15:39:23","50.46","true"
"274","1044","31","1958","5","2022-12-02 09:06:57","248.74","true"
"275","3455","1","45","19","2022-12-04 01:52:59","113.78","false"
"276","1174","90","1760","19","2022-12-06 08:35:44","151.61","true"
"277","3335","55","728","5","2022-12-05 07:16:28","440.65","false"
"278","919","21","511","18","2022-12-03 22:30:32","320.37","false"
"279","3615","41","1462","8","2022-12-06 08:05:21","137.47","false"
"280","1588","79","540","0","2022-12-03 23:02:52","213.59","true"
"281","2124","23","879","11","2022-12-03 00:08:17","175.17","true"
"282","325","22","1129","10","2022-12-05 14:17:01","329.82","true"
"283","2933","77","843","18","2022-12-06 21:05:57","310.09","true"
"284","2633","77","562","16","2022-12-01 08:07:57","180.97","false"
"285","264","78","1239","3","2022-12-02 10:22:04","412.70","false"
"286","2068","76","1195","11","2022-12-05 06:11:39","444.69","false"
"287","3551","42","794","6","2022-12-05 04:04:04","477.82","true"
"288","3481","23","1060","12","2022-12-03 21:00:40","292.30","true"
"289","1605","11","1049","19","2022-12-05 09:25:34","34.58","true"
"290","2162","69","1119","15","2022-12-01 22:56:19","478.86","false"
"291","716","69","1812","15","2022-12-04 04:43:06","102.69","true"
"292","710","37","948","17","2022-12-02 02:03:01","363.39","true"
"293","2118","82","534","1","2022-12-04 03:33:26","335.77","true"
"294","1996","10","1689","8","2022-12-05 11:54:41","202.35","false"
"295","3475","14","328","16","2022-12-03 08:53:11","327.69","false"
"296","2771","45","1914","8","2022-12-06 11:47:55","55.93","true"
"297","2092","32","235","8","2022-12-04 18:39:51","122.52","false"
"298","927","65","499","4","2022-12-03 10:43:38","158.72","false"
"299","921","94","715","14","2022-12-02 09:27:29","273.67","true"
"300","3374","31","1365","10","2022-12-02 08:29:57","163.59","true"
"301","765","87","1641","4","2022-12-06 04:00:24","107.49","true"
"302","3748","62","1005","15","2022-12-01 02:13:17","400.07","false"
"303","1511","76","1554","6","2022-12-06 18:46:39","227.46","false"
"304","3227","9","955","17","2022-12-03 14:51:46","368.44","true"
"305","1128","77","919","19","2022-12-04 13:10:10","5.35","true"
"306","9","85","400","8","2022-12-02 10:52:31","350.47","true"
"307","716","69","437","9","2022-12-05 07:54:51","28.49","true"
"308","3975","44","1449","4","2022-12-04 14:28:23","380.24","false"
"309","1807","55","143","6","2022-12-03 15:04:02","237.49","false"
"310","2216","12","1767","12","2022-12-03 10:46:06","172.70","false"
"311","2638","61","1208","9","2022-12-04 00:35:31","475.78","true"
"312","1453","95","12","0","2022-12-03 01:34:36","128.57","false"
"313","1802","20","117","6","2022-12-04 17:06:23","223.61","false"
"314","2138","14","1897","15","2022-12-01 10:36:37","215.68","false"
"315","1301","6","1300","1","2022-12-05 00:24:11","277.13","true"
"316","2449","97","1982","12","2022-12-04 16:57:47","343.14","true"
"317","2711","41","214","3","2022-12-06 19:07:16","391.64","true"
"318","3266","1","128","18","2022-12-01 14:01:28","66.96","true"
"319","1263","72","1458","14","2022-12-04 20:37:34","463.73","false"
"320","2287","76","832","7","2022-12-03 22:35:37","493.16","true"
"321","2619","17","594","11","2022-12-03 01:19:45","483.78","false"
"322","3367","44","776","13","2022-12-04 12:46:57","188.42","false"
"323","328","35","322","5","2022-12-02 22:23:51","165.08","true"
"324","3993","39","1479","6","2022-12-03 06:37:29","95.43","true"
"325","98","57","1807","7","2022-12-05 06:44:51","396.76","false"
"326","1061","73","1949","7","2022-12-05 11:16:33","281.82","true"
"327","3240","94","998","3","2022-12-06 04:46:20","82.44","true"
"328","1723","80","946","19","2022-12-05 02:48:06","230.06","true"
"329","419","47","98","7","2022-12-02 09:26:52","138.29","false"
"330","1678","57","384","18","2022-12-04 23:14:03","234.83","true"
"331","2893","83","1672","12","2022-12-05 02:23:49","53.71","false"
"332","3760","74","1160","7","2022-12-03 07:32:38","260.65","false"
"333","3958","60","823","6","2022-12-01 22:18:28","99.82","false"
"334","3965","80","979","12","2022-12-04 10:00:54","119.22","false"
"335","3132","90","1325","4","2022-12-06 18:19:48","110.37","true"
"336","703","66","1790","14","2022-12-02 03:24:19","74.14","false"
"337","3183","84","1889","6","2022-12-04 07:20:32","365.80","true"
"338","1630","85","133","12","2022-12-06 20:34:49","482.35","false"
"339","227","74","1559","9","2022-12-01 15:28:33","88.24","false"
"340","422","77","1065","19","2022-12-06 14:10:29","263.87","true"
"341","1478","61","1938","18","2022-12-06 20:44:29","379.80","true"
"342","2968","61","1295","16","2022-12-02 14:38:58","433.78","false"
"343","994","5","859","15","2022-12-02 02:10:52","404.58","false"
"344","1165","16","252","12","2022-12-05 13:48:17","51.17","false"
"345","1683","60","460","10","2022-12-02 07:39:26","386.93","true"
"346","902","22","936","3","2022-12-04 14:01:40","443.35","false"
"347","789","10","1971","7","2022-12-02 23:15:34","411.54","false"
"348","2339","97","1407","0","2022-12-04 08:47:32","70.79","true"
"349","3740","93","170","11","2022-12-03 01:17:58","469.77","true"
"350","1272","74","875","8","2022-12-06 09:11:44","50.86","true"
"351","2106","77","1892","14","2022-12-02 07:45:41","270.54","false"
"352","1266","6","1191","10","2022-12-01 15:12:37","93.70","false"
"353","270","29","938","12","2022-12-03 21:14:30","197.80","true"
"354","3891","36","975","6","2022-12-04 13:02:27","268.83","false"
"355","1567","1","1700","3","2022-12-02 11:16:56","247.34","false"
"356","1041","21","456","17","2022-12-06 21:12:57","342.73","true"
"357","2320","94","933","16","2022-12-05 13:15:31","117.92","true"
"358","3614","47","1706","15","2022-12-04 12:06:05","283.90","true"
"359","1784","76","986","20","2022-12-05 15:13:28","98.62","true"
"360","374","84","940","19","2022-12-03 08:39:09","453.49","false"
"361","3214","94","957","16","2022-12-06 20:56:32","295.79","true"
"362","863","90","629","18","2022-12-01 18:02:39","348.32","false"
"363","1495","25","184","0","2022-12-03 17:50:43","109.98","true"
"364","1464","84","1378","1","2022-12-01 17:01:42","166.50","true"
"365","3656","9","134","6","2022-12-02 10:47:50","489.32","false"
"366","3524","88","313","16","2022-12-03 04:00:32","266.04","true"
"367","345","56","407","10","2022-12-02 06:17:35","22.71","false"
"368","863","90","1974","17","2022-12-03 22:21:01","150.18","false"
"369","2781","75","490","2","2022-12-06 06:28:54","341.36","true"
"370","1028","33","394","2","2022-12-04 08:32:36","87.90","false"
"371","1952","43","1415","15","2022-12-05 10:33:11","221.42","true"
"372","1685","59","1142","2","2022-12-01 03:37:55","62.28","true"
"373","1204","83","704","7","2022-12-04 01:19:39","256.25","true"
"374","3108","28","886","17","2022-12-04 22:59:57","368.33","false"
"375","565","12","1562","13","2022-12-03 22:02:41","267.51","true"
"376","313","65","1067","1","2022-12-03 03:08:20","242.54","true"
"377","3865","75","1058","2","2022-12-04 15:03:15","23.93","false"
"378","1802","20","883","17","2022-12-04 09:29:08","256.28","false"
"379","1434","41","1965","14","2022-12-01 04:18:58","317.91","false"
"380","738","13","755","18","2022-12-01 14:22:21","80.97","true"
"381","3662","89","1738","4","2022-12-04 13:40:56","386.49","true"
